Date,Open,High,Low,Close,Adj Close,Volume
2021-11-11,367.589996,368.323334,351.559998,354.503326,354.503326,67189800
2021-11-12,349.166656,351.500000,339.733337,344.473328,344.473328,76719300
2021-11-15,339.209991,343.993347,326.200012,337.796661,337.796661,104326800
2021-11-16,334.436676,352.399994,334.059998,351.576660,351.576660,79627200
2021-11-17,354.503326,373.213318,351.833344,363.003326,363.003326,94336200
2021-11-18,368.850006,370.666656,358.339996,365.459991,365.459991,62696700
2021-11-19,366.290009,379.573334,364.233337,379.019989,379.019989,64926900
2021-11-22,387.443329,400.649994,377.476654,385.623322,385.623322,99217500
2021-11-23,389.170013,393.500000,354.233337,369.676666,369.676666,108515100
2021-11-24,360.130005,377.589996,354.000000,372.000000,372.000000,67680600
2021-11-26,366.489990,369.593323,360.333344,360.640015,360.640015,35042700
2021-11-29,366.996674,380.890015,366.730011,378.996674,378.996674,58393500
2021-11-30,381.456665,389.333344,372.666656,381.586670,381.586670,81276000
2021-12-01,386.899994,390.946655,363.586670,365.000000,365.000000,68450400
2021-12-02,366.353333,371.000000,352.216675,361.533325,361.533325,73114800
2021-12-03,361.596680,363.526672,333.403320,338.323334,338.323334,92322000
2021-12-06,333.836670,340.546661,316.833344,336.336670,336.336670,81663000
2021-12-07,348.066681,352.556671,342.269989,350.583344,350.583344,56084700
2021-12-08,350.903320,357.459991,344.333344,356.320007,356.320007,41906400
2021-12-09,353.546661,354.163330,334.119995,334.600006,334.600006,59438400
2021-12-10,336.250000,340.326660,327.510010,339.010010,339.010010,59664300
2021-12-13,333.696655,335.000000,317.140015,322.136658,322.136658,78595500
2021-12-14,315.000000,322.136658,310.000000,319.503326,319.503326,70806300
2021-12-15,317.736664,326.250000,309.416656,325.329987,325.329987,75169200
2021-12-16,331.500000,331.660004,307.283325,308.973328,308.973328,82771500
2021-12-17,304.923340,320.220001,303.013336,310.856659,310.856659,100437300
2021-12-20,303.566681,307.230011,297.796661,299.980011,299.980011,56480100
2021-12-21,305.623322,313.166656,295.373322,312.843323,312.843323,71517900
2021-12-22,321.886658,338.553345,319.016663,336.290009,336.290009,93634200
2021-12-23,335.600006,357.660004,332.519989,355.666656,355.666656,92713200
2021-12-27,357.890015,372.333344,356.906677,364.646667,364.646667,71145900
2021-12-28,369.829987,373.000000,359.473328,362.823334,362.823334,60324000
2021-12-29,366.213318,368.000000,354.713318,362.063324,362.063324,56154000
2021-12-30,353.776672,365.183319,351.049988,356.779999,356.779999,47040900
2021-12-31,357.813324,360.666656,351.529999,352.260010,352.260010,40733700
2022-01-03,382.583344,400.356659,378.679993,399.926666,399.926666,103931400
2022-01-04,396.516663,402.666656,374.350006,383.196655,383.196655,100248300
2022-01-05,382.216675,390.113342,360.336670,362.706665,362.706665,80119800
2022-01-06,359.000000,362.666656,340.166656,354.899994,354.899994,90336600
2022-01-07,360.123322,360.309998,336.666656,342.320007,342.320007,84164700
2022-01-10,333.333344,353.033325,326.666656,352.706665,352.706665,91815000
2022-01-11,351.223328,358.616669,346.273346,354.799988,354.799988,66063300
2022-01-12,359.616669,371.613342,357.529999,368.739990,368.739990,83739000
2022-01-13,369.690002,371.866669,342.179993,343.853333,343.853333,97209900
2022-01-14,339.959991,350.666656,337.793335,349.869995,349.869995,72924300
2022-01-18,342.203339,356.929993,338.686676,343.503326,343.503326,66743400
2022-01-19,347.236664,351.556671,331.666656,331.883331,331.883331,75442500
2022-01-20,336.576660,347.220001,331.333344,332.089996,332.089996,70488600
2022-01-21,332.113342,334.850006,313.500000,314.633331,314.633331,103416000
2022-01-24,301.586670,311.170013,283.823334,310.000000,310.000000,151565700
2022-01-25,304.733337,317.086670,301.070007,306.133331,306.133331,86595900
2022-01-26,317.476654,329.230011,302.000000,312.470001,312.470001,104867400
2022-01-27,311.119995,311.796661,276.333344,276.366669,276.366669,147109500
2022-01-28,277.186676,285.833344,264.003326,282.116669,282.116669,134789100
2022-01-31,290.903320,312.663330,287.350006,312.239990,312.239990,104436000
2022-02-01,311.736664,314.566681,301.666656,310.416656,310.416656,73138200
2022-02-02,309.393341,310.500000,296.470001,301.886658,301.886658,66792900
2022-02-03,294.000000,312.333344,293.506653,297.046661,297.046661,78855600
2022-02-04,299.073334,312.166656,293.723328,307.773346,307.773346,73625400
2022-02-07,307.929993,315.923340,300.903320,302.446655,302.446655,60994500
2022-02-08,301.843323,308.763336,298.266663,307.333344,307.333344,50729100
2022-02-09,311.666656,315.423340,306.666656,310.666656,310.666656,52259400
2022-02-10,302.790009,314.603333,298.899994,301.516663,301.516663,66126900
2022-02-11,303.209991,305.320007,283.566681,286.666656,286.666656,79645800
2022-02-14,287.190002,299.626678,284.383331,291.920013,291.920013,67756500
2022-02-15,300.000000,307.666656,297.793335,307.476654,307.476654,57286200
2022-02-16,304.683319,308.809998,300.403320,307.796661,307.796661,51294300
2022-02-17,304.420013,306.166656,291.366669,292.116669,292.116669,55178400
2022-02-18,295.333344,295.623322,279.203339,285.660004,285.660004,68501700
2022-02-22,278.043335,285.576660,267.033325,273.843323,273.843323,83288100
2022-02-23,276.809998,278.433319,253.520004,254.679993,254.679993,95256900
2022-02-24,233.463333,267.493347,233.333328,266.923340,266.923340,135322200
2022-02-25,269.743347,273.166656,260.799988,269.956665,269.956665,76067700
2022-02-28,271.670013,292.286682,271.570007,290.143341,290.143341,99006900
2022-03-01,289.893341,296.626678,284.593323,288.123322,288.123322,74766900
2022-03-02,290.709991,295.493347,281.423340,293.296661,293.296661,74643300
2022-03-03,292.923340,295.480011,277.533325,279.763336,279.763336,61623600
2022-03-04,283.033325,285.216675,275.053345,279.429993,279.429993,66999600
2022-03-07,285.433319,288.713318,268.190002,268.193329,268.193329,72494100
2022-03-08,265.176666,283.329987,260.723328,274.799988,274.799988,80399100
2022-03-09,279.826660,286.853333,277.336670,286.323334,286.323334,59184000
2022-03-10,283.816681,284.816681,270.119995,279.433319,279.433319,58648500
2022-03-11,280.066681,281.266663,264.589996,265.116669,265.116669,67037100
2022-03-14,260.203339,266.899994,252.013336,255.456665,255.456665,71152200
2022-03-15,258.423340,268.523346,252.190002,267.296661,267.296661,66841200
2022-03-16,269.666656,280.666656,267.420013,280.076660,280.076660,84028800
2022-03-17,276.996674,291.666656,275.239990,290.533325,290.533325,66582900
2022-03-18,291.496674,302.616669,289.130005,301.796661,301.796661,100414200
2022-03-21,304.993347,314.283325,302.363342,307.053345,307.053345,81981600
2022-03-22,310.000000,332.619995,307.250000,331.326660,331.326660,105868500
2022-03-23,326.646667,346.899994,325.466675,333.036682,333.036682,120676200
2022-03-24,336.576660,341.496674,329.600006,337.973328,337.973328,68920800
2022-03-25,336.000000,340.600006,332.440002,336.880005,336.880005,62031600
2022-03-28,355.033325,365.959991,351.200012,363.946655,363.946655,102506100
2022-03-29,369.329987,371.589996,357.703339,366.523346,366.523346,73614900
2022-03-30,363.723328,371.316681,361.333344,364.663330,364.663330,59865000
2022-03-31,364.856659,367.713318,358.880005,359.200012,359.200012,48992700
2022-04-01,360.383331,364.916656,355.546661,361.529999,361.529999,54263100
2022-04-04,363.126678,383.303345,357.510010,381.816681,381.816681,82035900
2022-04-05,378.766663,384.290009,362.433319,363.753326,363.753326,80075100
2022-04-06,357.823334,359.666656,342.566681,348.586670,348.586670,89348400
2022-04-07,350.796661,358.863342,340.513336,352.420013,352.420013,79447200
2022-04-08,347.736664,349.480011,340.813324,341.829987,341.829987,55013700
2022-04-11,326.799988,336.156677,324.880005,325.309998,325.309998,59357100
2022-04-12,332.546661,340.396667,325.533325,328.983337,328.983337,65976000
2022-04-13,327.026672,342.079987,324.366669,340.790009,340.790009,55121100
2022-04-14,333.096680,337.570007,327.396667,328.333344,328.333344,58422300
2022-04-18,329.676666,338.306671,324.470001,334.763336,334.763336,51715200
2022-04-19,335.019989,344.980011,331.776672,342.716675,342.716675,49847700
2022-04-20,343.333344,344.666656,325.083344,325.733337,325.733337,70711200
2022-04-21,358.243347,364.073334,332.140015,336.260010,336.260010,105416400
2022-04-22,338.303345,344.950012,331.333344,335.016663,335.016663,69696600
2022-04-25,326.323334,336.206665,325.100006,332.673340,332.673340,68341200
2022-04-26,331.809998,333.333344,291.666656,292.140015,292.140015,136133700
2022-04-27,299.526672,306.000000,292.453339,293.836670,293.836670,76956300
2022-04-28,299.993347,300.000000,273.899994,292.503326,292.503326,124948500
2022-04-29,300.750000,311.466675,290.000000,290.253326,290.253326,88133100
2022-05-02,286.923340,302.119995,282.676666,300.980011,300.980011,75781500
2022-05-03,301.059998,308.026672,296.196655,303.083344,303.083344,63709500
2022-05-04,301.313324,318.500000,295.093323,317.540009,317.540009,81643800
2022-05-05,313.006653,315.200012,285.899994,291.093323,291.093323,92519100
2022-05-06,295.666656,296.000000,281.036682,288.549988,288.549988,72903000
2022-05-09,278.816681,281.876678,260.383331,262.369995,262.369995,90810300
2022-05-10,273.103333,275.119995,258.083344,266.679993,266.679993,84401700
2022-05-11,265.000000,269.923340,242.399994,244.666672,244.666672,97224600
2022-05-12,233.666672,253.220001,226.666672,242.666672,242.666672,140313000
2022-05-13,257.826660,262.450012,250.523331,256.529999,256.529999,92150700
2022-05-16,255.720001,256.586670,239.696671,241.456665,241.456665,86098500
2022-05-17,249.119995,254.826660,242.949997,253.869995,253.869995,80236200
2022-05-18,248.173340,253.500000,233.603333,236.603333,236.603333,87811800
2022-05-19,235.666672,244.666672,231.369995,236.473328,236.473328,90296700
2022-05-20,237.996674,240.526672,211.000000,221.300003,221.300003,144973200
2022-05-23,218.339996,226.653336,212.686661,224.966660,224.966660,88903500
2022-05-24,217.843338,217.973328,206.856674,209.386673,209.386673,89092500
2022-05-25,207.949997,223.106674,207.669998,219.600006,219.600006,92139300
2022-05-26,220.473328,239.556671,217.886673,235.910004,235.910004,106003200
2022-05-27,241.083328,253.266663,240.176666,253.210007,253.210007,89295000
2022-05-31,257.946655,259.600006,244.743332,252.753326,252.753326,101914500
2022-06-01,251.720001,257.326660,243.639999,246.789993,246.789993,77247900
2022-06-02,244.156662,264.209991,242.066666,258.333344,258.333344,93473100
2022-06-03,243.226669,247.796661,233.416672,234.516663,234.516663,112393800
2022-06-06,244.353333,244.866669,234.350006,238.279999,238.279999,84204600
2022-06-07,234.000000,239.996674,230.093338,238.886673,238.886673,72808500
2022-06-08,240.086670,249.963333,239.176666,241.866669,241.866669,76210500
2022-06-09,249.339996,255.546661,239.326660,239.706665,239.706665,96491400
2022-06-10,235.156662,239.500000,227.913330,232.229996,232.229996,97536600
2022-06-13,223.166672,226.633331,214.683334,215.736664,215.736664,102767400
2022-06-14,218.286667,226.330002,211.736664,220.889999,220.889999,97988700
2022-06-15,220.916672,235.663330,218.149994,233.000000,233.000000,119131800
2022-06-16,222.736664,225.166672,208.693329,213.100006,213.100006,107390700
2022-06-17,213.433334,220.970001,213.196671,216.759995,216.759995,92641800
2022-06-21,224.603333,243.576660,224.333328,237.036667,237.036667,122793000
2022-06-22,234.503326,246.833328,233.826660,236.086670,236.086670,101107500
2022-06-23,237.906662,239.316666,228.636673,235.070007,235.070007,104202600
2022-06-24,237.470001,246.066666,236.086670,245.706665,245.706665,95770800
2022-06-27,249.366669,252.070007,242.566666,244.919998,244.919998,89178300
2022-06-28,244.483337,249.970001,232.343338,232.663330,232.663330,90391200
2022-06-29,230.500000,231.173340,222.273331,228.490005,228.490005,82897200
2022-06-30,224.509995,229.456665,218.863327,224.473328,224.473328,94600500
2022-07-01,227.000000,230.229996,222.119995,227.263336,227.263336,74460300
2022-07-05,223.000000,233.146667,216.166672,233.066666,233.066666,84581100
2022-07-06,230.779999,234.563339,227.186661,231.733337,231.733337,71853600
2022-07-07,233.919998,245.363327,232.210007,244.543335,244.543335,81930600
2022-07-08,242.333328,254.979996,241.160004,250.763336,250.763336,101854200
2022-07-11,252.103333,253.063339,233.626663,234.343338,234.343338,99241200
2022-07-12,236.846664,239.773331,228.369995,233.070007,233.070007,87930900
2022-07-13,225.500000,242.059998,225.033340,237.039993,237.039993,97954500
2022-07-14,234.896667,238.653336,229.333328,238.313339,238.313339,78557400
2022-07-15,240.000000,243.623337,236.889999,240.066666,240.066666,69683100
2022-07-18,244.936661,250.516663,239.603333,240.546661,240.546661,82537500
2022-07-19,245.000000,247.139999,236.976669,245.529999,245.529999,80890200
2022-07-20,246.783340,250.663330,243.483337,247.500000,247.500000,88864200
2022-07-21,255.106674,273.266663,254.866669,271.706665,271.706665,142032300
2022-07-22,276.220001,280.786682,270.713318,272.243347,272.243347,103472700
2022-07-25,272.216675,274.146667,267.399994,268.433319,268.433319,64073400
2022-07-26,266.513336,267.309998,256.263336,258.859985,258.859985,66820800
2022-07-27,263.809998,275.926666,261.790009,274.820007,274.820007,88110000
2022-07-28,280.066681,283.299988,272.799988,280.899994,280.899994,84723000
2022-07-29,280.700012,298.320007,279.100006,297.149994,297.149994,95313000
2022-08-01,301.276672,311.876678,295.000000,297.276672,297.276672,117042900
2022-08-02,294.003326,307.833344,292.666656,300.586670,300.586670,95577600
2022-08-03,305.000000,309.549988,301.149994,307.396667,307.396667,80091000
2022-08-04,311.000000,313.606659,305.000000,308.633331,308.633331,72256200
2022-08-05,302.670013,304.606659,285.543335,288.170013,288.170013,113172900
2022-08-08,295.000000,305.200012,289.086670,290.423340,290.423340,98994000
2022-08-09,290.293335,292.396667,279.353333,283.333344,283.333344,86244600
2022-08-10,297.066681,297.510010,283.369995,294.356659,294.356659,94918800
2022-08-11,296.513336,298.236664,285.833344,286.630005,286.630005,70155000
2022-08-12,289.416656,300.160004,285.033325,300.029999,300.029999,79657200
2022-08-15,301.786682,313.133331,301.230011,309.320007,309.320007,89359200
2022-08-16,311.666656,314.666656,302.883331,306.563324,306.563324,88136400
2022-08-17,303.396667,309.656677,300.033325,303.996674,303.996674,68766000
2022-08-18,306.000000,306.500000,301.853333,302.869995,302.869995,47500500
2022-08-19,299.000000,300.359985,292.500000,296.666656,296.666656,61395300
2022-08-22,291.913330,292.399994,286.296661,289.913330,289.913330,55843200
2022-08-23,291.453339,298.826660,287.923340,296.453339,296.453339,63984900
2022-08-24,297.563324,303.646667,296.500000,297.096680,297.096680,57259800
2022-08-25,302.359985,302.959991,291.600006,296.070007,296.070007,53230000
2022-08-26,297.429993,302.000000,287.470001,288.089996,288.089996,57163900
2022-08-29,282.829987,287.739990,280.700012,284.820007,284.820007,41864700
2022-08-30,287.869995,288.480011,272.649994,277.700012,277.700012,50541800
2022-08-31,280.619995,281.250000,271.809998,275.609985,275.609985,52107300
2022-09-01,272.579987,277.579987,266.149994,277.160004,277.160004,54287000
2022-09-02,281.070007,282.350006,269.079987,270.209991,270.209991,50890100
2022-09-06,272.679993,275.989990,265.739990,274.420013,274.420013,55860000
2022-09-07,273.100006,283.839996,272.269989,283.700012,283.700012,50028900
2022-09-08,281.299988,289.500000,279.760010,289.260010,289.260010,53713100
2022-09-09,291.670013,299.850006,291.250000,299.679993,299.679993,54338100
2022-09-12,300.720001,305.489990,300.399994,304.420013,304.420013,48674600
2022-09-13,292.899994,297.399994,290.399994,292.130005,292.130005,68229600
2022-09-14,292.239990,306.000000,291.640015,302.609985,302.609985,72628700
2022-09-15,301.829987,309.119995,300.720001,303.750000,303.750000,64795500
2022-09-16,299.609985,303.709991,295.600006,303.350006,303.350006,87087800
2022-09-19,300.089996,309.839996,297.799988,309.070007,309.070007,60231200
